YEAR,MO,DY,HR,PRECTOTCORR,QV2M,T2M,PS,WS10M
2021,8,11,18,0.09,20.32,23.23,86.72,1.45
2021,8,11,19,0.08,19.9,22.68,86.78,1.33
2021,8,11,20,0.06,19.65,22.48,86.84,1.29
2021,8,11,21,0.05,19.47,22.35,86.88,1.23
2021,8,11,22,0.05,19.29,22.46,86.9,0.9
2021,8,11,23,0.06,19.1,22.69,86.9,0.36
2021,8,12,0,0.08,18.8,22.68,86.86,0.5
2021,8,12,1,0.09,18.55,22.45,86.8,1.02
2021,8,12,2,0.1,18.31,22.12,86.75,1.4
2021,8,12,3,0.12,18.13,21.83,86.73,1.55
2021,8,12,4,0.12,18.07,21.65,86.75,1.64
2021,8,12,5,0.13,18.13,21.58,86.81,1.7
2021,8,12,6,0.17,19.17,22.53,86.92,1.51
2021,8,12,7,0.24,19.53,23.36,87.01,1.98
2021,8,12,8,0.34,19.9,23.88,87.05,2.63
2021,8,12,9,0.39,20.2,24.57,87.06,3.26
2021,8,12,10,0.4,20.51,25.26,87.05,3.88
2021,8,12,11,0.41,20.45,25.98,87.01,4.43
2021,8,12,12,0.44,20.45,25.93,86.95,4.64
2021,8,12,13,0.42,20.32,25.65,86.89,4.67
2021,8,12,14,0.38,20.02,25.44,86.85,4.7
2021,8,12,15,0.32,19.71,24.82,86.84,4.43
2021,8,12,16,0.25,19.35,24,86.85,3.67
2021,8,12,17,0.21,19.17,23.32,86.86,2.71
2021,8,12,18,0.88,19.1,22.55,86.91,1.15
2021,8,12,19,0.84,18.74,22.03,86.99,0.39
2021,8,12,20,0.76,18.43,21.79,87.02,0.68
2021,8,12,21,0.65,18.01,21.47,87.01,0.98
2021,8,12,22,0.63,17.64,21.42,86.97,0.88
2021,8,12,23,0.69,17.27,21.33,86.94,0.66
2021,8,13,0,0.76,16.91,21.12,86.91,0.56
2021,8,13,1,0.76,16.72,21.05,86.88,0.53
2021,8,13,2,0.85,16.48,20.84,86.82,0.67
2021,8,13,3,0.95,16.24,20.61,86.78,0.88
2021,8,13,4,1.01,16.05,20.41,86.75,1.02
2021,8,13,5,0.99,15.81,20.3,86.74,1.06
2021,8,13,6,0.92,16.78,21.3,86.76,1.29
2021,8,13,7,0.94,17.58,22.81,86.79,2.52
2021,8,13,8,1.12,18.25,23.87,86.83,3.46
2021,8,13,9,1.16,18.74,24.84,86.87,3.72
2021,8,13,10,1,19.23,25.63,86.9,3.77
2021,8,13,11,0.82,19.47,26.19,86.86,4
2021,8,13,12,0.72,19.53,26.44,86.8,4.46
2021,8,13,13,0.68,19.59,26.44,86.73,4.85
2021,8,13,14,0.61,19.53,26.14,86.67,5.06
2021,8,13,15,0.46,19.47,25.57,86.62,4.97
2021,8,13,16,0.3,19.47,24.83,86.6,4.51
2021,8,13,17,0.21,19.53,23.9,86.59,3.69
2021,8,13,18,0.42,19.59,22.86,86.63,2.34
2021,8,13,19,0.41,19.35,22.27,86.69,1.46
2021,8,13,20,0.42,18.98,21.92,86.77,1.4
2021,8,13,21,0.49,18.62,21.62,86.84,1.21
2021,8,13,22,0.6,18.31,21.45,86.83,0.98
2021,8,13,23,0.88,18.07,21.35,86.79,0.64
2021,8,14,0,1.11,17.82,21.15,86.74,0.53
2021,8,14,1,1.24,17.7,21.01,86.69,0.56
2021,8,14,2,1.29,17.7,20.9,86.62,0.7
2021,8,14,3,1.29,17.64,20.87,86.57,0.79
2021,8,14,4,1.08,17.64,20.86,86.56,1
2021,8,14,5,0.74,17.58,20.88,86.56,1.24
2021,8,14,6,0.52,18.19,21.55,86.61,1.39
2021,8,14,7,0.44,18.68,22.5,86.66,2.33
2021,8,14,8,0.45,19.04,23.12,86.69,3.29
2021,8,14,9,0.56,19.23,23.93,86.71,3.78
2021,8,14,10,0.72,19.41,24.83,86.72,4.27
2021,8,14,11,0.95,19.65,25.37,86.69,4.82
2021,8,14,12,1.22,19.84,25.51,86.64,5.24
2021,8,14,13,1.55,19.9,25.47,86.59,5.39
2021,8,14,14,1.76,19.78,25.28,86.55,5.19
2021,8,14,15,1.72,19.59,24.97,86.52,4.78
2021,8,14,16,1.43,19.29,24.41,86.5,4.25
2021,8,14,17,1.15,19.1,23.63,86.5,3.44
2021,8,14,18,2.49,19.17,22.61,86.52,2.15
2021,8,14,19,1.83,18.8,21.86,86.56,1.48
2021,8,14,20,1.54,18.55,21.55,86.62,1.39
2021,8,14,21,1.29,18.37,21.34,86.68,1.32
2021,8,14,22,1.05,18.19,21.19,86.72,1.28
2021,8,14,23,0.82,18.07,21.1,86.76,1.3
2021,8,15,0,0.79,18.01,21.11,86.77,1.33
2021,8,15,1,0.69,17.88,21.06,86.76,1.3
2021,8,15,2,0.56,17.76,20.96,86.73,1.16
2021,8,15,3,0.49,17.58,20.76,86.72,1.12
2021,8,15,4,0.5,17.4,20.6,86.73,1.07
2021,8,15,5,0.53,17.21,20.48,86.76,1.03
2021,8,15,6,0.6,17.7,21.12,86.8,0.92
2021,8,15,7,0.71,17.94,22.05,86.85,1.22
2021,8,15,8,0.7,18.01,23.01,86.89,1.74
2021,8,15,9,0.62,18.01,23.66,86.93,2.34
2021,8,15,10,0.7,18.19,24.16,86.95,2.64
2021,8,15,11,0.9,18.37,24.62,86.94,2.9
2021,8,15,12,1.02,18.49,24.94,86.91,3.11
2021,8,15,13,1.14,18.62,25.1,86.86,3.25
2021,8,15,14,1.16,18.68,25.08,86.81,3.29
2021,8,15,15,1.14,18.74,24.87,86.76,3.21
2021,8,15,16,1.04,18.8,24.55,86.73,3.06
2021,8,15,17,1.28,19.04,23.82,86.73,2.6
2021,8,15,18,0.13,19.17,22.8,86.78,1.64
2021,8,15,19,0.16,18.98,22.18,86.83,1.15
2021,8,15,20,0.18,18.86,22.01,86.9,1.07
2021,8,15,21,0.22,18.68,21.83,86.94,0.97
2021,8,15,22,0.27,18.55,21.64,86.96,0.95
2021,8,15,23,0.34,18.37,21.48,86.96,1.07
2021,8,16,0,0.41,18.19,21.33,86.94,1.13
2021,8,16,1,0.44,17.94,21.16,86.9,1.18
2021,8,16,2,0.41,17.76,21,86.86,1.23
2021,8,16,3,0.33,17.64,20.83,86.85,1.19
2021,8,16,4,0.21,17.33,20.65,86.89,1.07
2021,8,16,5,0.15,17.15,20.67,86.97,0.7
2021,8,16,6,0.07,17.88,21.36,87.03,0.62
2021,8,16,7,0.1,18.43,22.51,87.07,1.41
2021,8,16,8,0.09,18.55,23.47,87.14,2.01
2021,8,16,9,0.09,18.55,24.25,87.17,2.5
2021,8,16,10,0.12,18.86,25.08,87.16,2.93
2021,8,16,11,0.16,19.1,25.56,87.14,3.16
2021,8,16,12,0.18,19.35,25.88,87.09,3.38
2021,8,16,13,0.19,19.41,25.89,87.04,3.57
2021,8,16,14,0.2,19.35,25.66,86.98,3.61
2021,8,16,15,0.18,19.35,25.15,86.95,3.45
2021,8,16,16,0.15,19.41,24.51,86.94,3.1
2021,8,16,17,0.15,19.53,23.76,86.95,2.52
2021,8,16,18,0.44,19.53,22.9,86.98,1.52
2021,8,16,19,0.49,19.29,22.42,87.04,1.15
2021,8,16,20,0.6,19.1,22.22,87.1,1.17
2021,8,16,21,0.7,18.92,22.03,87.15,1.22
2021,8,16,22,0.77,18.74,21.84,87.16,1.23
2021,8,16,23,0.77,18.55,21.69,87.13,1.29
2021,8,17,0,0.72,18.43,21.55,87.08,1.37
2021,8,17,1,0.66,18.37,21.43,87.02,1.43
2021,8,17,2,0.57,18.25,21.33,86.98,1.49
2021,8,17,3,0.47,18.13,21.2,86.96,1.57
2021,8,17,4,0.37,18.01,21.07,86.97,1.67
2021,8,17,5,0.29,17.94,20.96,87.01,1.75
2021,8,17,6,0.26,18.43,21.58,87.06,2.07
2021,8,17,7,0.21,18.86,22.38,87.11,3.01
2021,8,17,8,0.2,18.98,23.13,87.17,3.48
2021,8,17,9,0.21,19.17,24.04,87.19,3.97
2021,8,17,10,0.25,19.41,24.67,87.18,4.79
2021,8,17,11,0.33,19.59,25.15,87.12,5.65
2021,8,17,12,0.39,19.65,25.1,87.05,6.21
2021,8,17,13,0.42,19.53,24.73,86.98,6.36
2021,8,17,14,0.43,19.41,24.36,86.92,6.12
2021,8,17,15,0.41,19.41,23.94,86.88,5.58
2021,8,17,16,0.38,19.35,23.53,86.88,4.9
2021,8,17,17,0.36,19.35,23.01,86.92,3.77
2021,8,17,18,0.4,19.23,22.41,86.97,2.24
2021,8,17,19,0.42,18.92,21.98,87.03,1.57
2021,8,17,20,0.49,18.74,21.75,87.09,1.31
2021,8,17,21,0.52,18.55,21.55,87.13,1.29
2021,8,17,22,0.57,18.31,21.37,87.14,1.27
2021,8,17,23,0.72,18.19,21.25,87.11,1.23
2021,8,18,0,0.76,18.13,21.17,87.06,1.26
2021,8,18,1,0.66,18.01,21.07,87.01,1.31
2021,8,18,2,0.46,17.94,21.02,86.96,1.35
2021,8,18,3,0.31,17.88,20.98,86.93,1.34
2021,8,18,4,0.26,17.82,20.94,86.92,1.4
2021,8,18,5,0.25,17.76,20.89,86.92,1.45
2021,8,18,6,0.23,18.01,21.23,86.93,1.58
2021,8,18,7,0.27,18.31,21.8,86.96,2.4
2021,8,18,8,0.27,18.31,22.2,87,2.87
2021,8,18,9,0.27,18.19,22.68,87.02,2.94
2021,8,18,10,0.32,18.13,23.17,87.03,2.96
2021,8,18,11,0.39,18.07,23.41,87,3.2
2021,8,18,12,0.46,18.07,23.38,86.96,3.33
2021,8,18,13,0.54,18.19,23.62,86.9,3.38
2021,8,18,14,0.58,18.13,23.83,86.84,3.41
2021,8,18,15,0.58,18.13,23.77,86.79,3.38
2021,8,18,16,0.58,18.31,23.38,86.77,3.15
2021,8,18,17,0.6,18.68,22.8,86.78,2.69
2021,8,18,18,0.45,18.8,22.23,86.81,1.78
2021,8,18,19,0.49,18.8,21.84,86.86,1.45
2021,8,18,20,0.48,18.62,21.69,86.92,1.66
2021,8,18,21,0.52,18.31,21.44,86.99,1.74
2021,8,18,22,0.62,17.88,21.12,87.02,2.12
2021,8,18,23,0.67,17.27,20.65,87.01,2
2021,8,19,0,0.68,16.85,20.29,86.98,1.59
2021,8,19,1,0.62,16.6,20.08,86.96,1.39
2021,8,19,2,0.49,16.36,20.09,86.92,1.22
2021,8,19,3,0.34,15.93,20.26,86.87,1.09
2021,8,19,4,0.24,15.56,20.3,86.85,0.95
2021,8,19,5,0.22,15.38,20.37,86.86,0.61
2021,8,19,6,0.19,16.42,21.12,86.9,0.45
2021,8,19,7,0.16,16.91,22.54,86.97,1.67
2021,8,19,8,0.13,17.15,22.95,87.05,2.75
2021,8,19,9,0.12,17.76,23.38,87.1,3.16
2021,8,19,10,0.15,18.19,24.13,87.09,3.58
2021,8,19,11,0.2,18.43,24.95,87.03,4
2021,8,19,12,0.25,18.74,25.48,86.94,4.52
2021,8,19,13,0.33,18.98,25.41,86.87,5.01
2021,8,19,14,0.42,19.17,25.22,86.81,5.33
2021,8,19,15,0.47,19.1,24.65,86.77,5.35
2021,8,19,16,0.52,18.98,23.92,86.78,5.05
2021,8,19,17,0.56,19.04,23.12,86.82,4.25
2021,8,19,18,0.57,19.04,22.36,86.88,2.92
2021,8,19,19,0.69,18.86,22.03,86.96,2.48
2021,8,19,20,0.85,18.68,21.87,87.04,2.82
2021,8,19,21,0.99,18.31,21.57,87.1,3.11
2021,8,19,22,1.03,17.82,21.15,87.12,2.71
2021,8,19,23,1.11,17.4,20.7,87.14,2.29
2021,8,20,0,0.84,17.03,20.37,87.14,1.95
2021,8,20,1,0.49,16.85,20.15,87.13,1.74
2021,8,20,2,0.25,16.6,19.96,87.09,1.57
2021,8,20,3,0.08,16.42,19.81,87.05,1.39
2021,8,20,4,0.03,16.24,19.62,87.04,1.3
2021,8,20,5,0.01,15.99,19.34,87.05,1.36
2021,8,20,6,0.02,16.36,20.07,87.09,1.6
2021,8,20,7,0.02,16.78,21.33,87.15,2.35
2021,8,20,8,0.02,17.09,22.55,87.24,3.65
2021,8,20,9,0.03,17.33,23.29,87.31,4.27
2021,8,20,10,0.07,17.46,23.7,87.34,4.5
2021,8,20,11,0.13,17.46,23.96,87.31,4.86
2021,8,20,12,0.17,17.58,24.08,87.26,5.1
2021,8,20,13,0.16,17.82,24.15,87.2,5.16
2021,8,20,14,0.16,17.88,24.29,87.15,5.16
2021,8,20,15,0.16,17.76,23.9,87.13,4.91
2021,8,20,16,0.19,17.82,23.33,87.14,4.22
2021,8,20,17,0.2,17.94,22.63,87.18,3.12
2021,8,20,18,0.14,18.01,21.69,87.22,1.66
2021,8,20,19,0.14,17.7,21.01,87.27,1.26
2021,8,20,20,0.12,17.46,20.78,87.34,1.18
2021,8,20,21,0.13,17.21,20.69,87.43,1.02
2021,8,20,22,0.13,17.09,20.69,87.45,0.94
2021,8,20,23,0.15,16.91,20.6,87.42,0.99
2021,8,21,0,0.14,16.72,20.37,87.37,1.07
2021,8,21,1,0.09,16.54,20.11,87.31,1.14
2021,8,21,2,0.07,16.42,19.86,87.26,1.19
2021,8,21,3,0.06,16.24,19.67,87.23,1.09
2021,8,21,4,0.07,16.17,19.71,87.24,0.82
2021,8,21,5,0.08,16.11,19.72,87.28,0.63
2021,8,21,6,0.09,16.78,20.41,87.34,0.59
2021,8,21,7,0.12,17.27,21.29,87.4,1.4
2021,8,21,8,0.15,17.82,21.97,87.44,3.15
2021,8,21,9,0.18,17.82,22.55,87.47,4.29
2021,8,21,10,0.23,17.64,22.97,87.48,4.78
2021,8,21,11,0.28,17.52,23.12,87.45,4.92
2021,8,21,12,0.33,17.33,23.14,87.4,4.81
2021,8,21,13,0.36,17.15,23.18,87.35,4.5
2021,8,21,14,0.36,17.03,23.08,87.29,4
2021,8,21,15,0.31,16.91,22.83,87.26,3.39
2021,8,21,16,0.24,16.91,22.51,87.24,2.73
2021,8,21,17,0.19,17.03,22.01,87.25,2.03
2021,8,21,18,0.1,17.15,21.12,87.28,1.2
2021,8,21,19,0.06,16.85,20.46,87.33,1.01
2021,8,21,20,0.04,16.66,20.34,87.41,0.86
2021,8,21,21,0.03,16.54,20.3,87.47,0.6
2021,8,21,22,0.03,16.36,20.2,87.49,0.42
2021,8,21,23,0.04,16.24,20.08,87.48,0.5
2021,8,22,0,0.05,16.11,19.94,87.44,0.63
2021,8,22,1,0.06,15.99,19.91,87.38,0.52
2021,8,22,2,0.07,15.81,19.89,87.33,0.39
2021,8,22,3,0.06,15.56,19.84,87.28,0.35
2021,8,22,4,0.05,15.32,19.58,87.23,0.54
2021,8,22,5,0.04,15.08,19.3,87.21,0.76
2021,8,22,6,0.04,15.81,19.9,87.22,0.82
2021,8,22,7,0.03,16.05,21.19,87.25,1.72
2021,8,22,8,0.03,16.11,22.2,87.28,2.78
2021,8,22,9,0.03,16.3,22.94,87.3,3.3
2021,8,22,10,0.04,16.54,23.52,87.3,3.6
2021,8,22,11,0.08,16.85,23.85,87.25,3.8
2021,8,22,12,0.15,17.09,24.08,87.16,3.96
2021,8,22,13,0.19,17.27,24.04,87.07,4.02
2021,8,22,14,0.16,17.4,23.81,86.99,4.05
2021,8,22,15,0.15,17.46,23.4,86.92,3.97
2021,8,22,16,0.15,17.7,22.76,86.88,3.58
2021,8,22,17,0.12,18.07,22.13,86.87,2.96
2021,8,22,18,1.33,18.19,21.46,86.89,1.79
2021,8,22,19,1.11,18.25,21.22,86.9,1.63
2021,8,22,20,0.85,18.43,21.39,86.9,1.89
2021,8,22,21,1.03,18.8,21.71,86.9,2.47
2021,8,22,22,1.11,19.04,21.98,86.9,3.28
2021,8,22,23,0.97,18.74,21.87,86.91,4.37
2021,8,23,0,0.8,18.19,21.43,86.9,4.73
2021,8,23,1,0.66,17.58,20.9,86.9,3.62
2021,8,23,2,0.64,17.15,20.43,86.9,2.52
2021,8,23,3,0.68,16.72,19.93,86.92,1.9
2021,8,23,4,0.71,16.48,19.76,86.94,1.68
2021,8,23,5,0.74,16.36,19.68,86.97,1.59
2021,8,23,6,0.67,16.72,20.15,87.01,1.38
2021,8,23,7,0.55,17.15,21.21,87.07,2.11
2021,8,23,8,0.52,17.7,22.11,87.12,3.4
2021,8,23,9,0.61,18.25,22.89,87.15,4.7
2021,8,23,10,0.7,18.49,23.58,87.14,5.45
2021,8,23,11,0.77,18.49,23.98,87.09,5.96
2021,8,23,12,0.83,18.37,24.1,87.03,6.23
2021,8,23,13,0.82,18.25,24.12,86.97,6.2
2021,8,23,14,0.85,18.25,24.1,86.91,5.94
2021,8,23,15,0.82,18.19,23.88,86.87,5.48
2021,8,23,16,0.85,18.25,23.53,86.84,4.83
2021,8,23,17,0.95,18.43,22.86,86.85,3.76
2021,8,23,18,0.4,18.55,21.9,86.89,2.18
2021,8,23,19,0.4,18.19,21.31,86.95,1.77
2021,8,23,20,0.49,17.88,21.04,87.02,1.64
2021,8,23,21,0.57,17.46,20.7,87.06,1.54
2021,8,23,22,0.55,17.15,20.48,87.07,1.47
2021,8,23,23,0.6,16.91,20.4,87.06,1.31
2021,8,24,0,0.77,16.78,20.33,87.02,1.21
2021,8,24,1,1.01,16.66,20.24,86.96,1.19
2021,8,24,2,1.26,16.48,20.22,86.91,1.08
2021,8,24,3,1.37,16.36,20.14,86.88,1.01
2021,8,24,4,1.4,16.24,19.94,86.88,1.06
2021,8,24,5,1.33,16.17,19.76,86.9,1.05
2021,8,24,6,1.23,16.85,20.46,86.95,0.93
2021,8,24,7,0.99,17.7,21.83,87.01,1.85
2021,8,24,8,0.67,18.19,22.99,87.06,3.05
2021,8,24,9,0.46,18.25,24.01,87.07,3.51
2021,8,24,10,0.31,18.55,24.8,87.03,3.88
2021,8,24,11,0.22,18.98,25.4,86.96,4.4
2021,8,24,12,0.17,19.29,25.63,86.87,5.08
2021,8,24,13,0.14,19.47,25.54,86.79,5.73
2021,8,24,14,0.14,19.53,24.97,86.71,6.17
2021,8,24,15,0.13,19.41,24.39,86.65,6.25
2021,8,24,16,0.12,19.41,23.73,86.63,5.93
2021,8,24,17,0.13,19.47,23.06,86.64,4.96
2021,8,24,18,0.36,19.35,22.43,86.68,3.41
2021,8,24,19,0.35,18.92,21.88,86.75,2.45
2021,8,24,20,0.28,18.49,21.51,86.81,2.02
2021,8,24,21,0.26,18.13,21.17,86.82,1.78
2021,8,24,22,0.23,17.82,20.86,86.81,1.61
2021,8,24,23,0.25,17.52,20.66,86.77,1.43
2021,8,25,0,0.32,17.33,20.55,86.73,1.32
2021,8,25,1,0.35,17.21,20.35,86.67,1.3
2021,8,25,2,0.37,17.03,20.15,86.63,1.27
2021,8,25,3,0.41,16.91,20.04,86.6,1.25
2021,8,25,4,0.47,16.85,19.96,86.59,1.15
2021,8,25,5,0.46,16.72,19.88,86.6,1.17
2021,8,25,6,0.37,17.52,20.75,86.61,1.26
2021,8,25,7,0.4,18.19,21.89,86.65,2.17
2021,8,25,8,0.62,18.49,22.62,86.69,2.72
2021,8,25,9,0.69,18.8,23.58,86.71,2.98
2021,8,25,10,0.74,19.17,24.63,86.7,3.48
2021,8,25,11,0.69,19.47,25.37,86.65,4.04
2021,8,25,12,0.62,19.71,25.83,86.59,4.61
2021,8,25,13,0.58,19.84,25.8,86.51,5.02
2021,8,25,14,0.55,19.84,25.45,86.43,5.25
2021,8,25,15,0.56,19.84,24.68,86.38,5.13
2021,8,25,16,0.59,19.78,23.96,86.35,4.76
2021,8,25,17,0.61,19.71,23.24,86.37,4.01
2021,8,25,18,0.6,19.53,22.58,86.42,2.84
2021,8,25,19,0.56,19.17,22.08,86.46,2.33
2021,8,25,20,0.45,18.86,21.76,86.5,2.01
2021,8,25,21,0.32,18.62,21.49,86.52,1.64
2021,8,25,22,0.3,18.43,21.32,86.52,1.67
2021,8,25,23,0.28,18.31,21.21,86.5,1.76
2021,8,26,0,0.3,18.19,21.1,86.45,1.78
2021,8,26,1,0.39,18.13,20.99,86.4,1.93
2021,8,26,2,0.58,17.82,20.82,86.38,1.99
2021,8,26,3,0.91,17.64,20.66,86.38,1.86
2021,8,26,4,1.33,17.33,20.47,86.37,2.01
2021,8,26,5,1.34,17.21,20.33,86.39,1.63
2021,8,26,6,1.03,17.58,20.77,86.46,1.75
2021,8,26,7,0.88,18.31,21.73,86.53,2.64
2021,8,26,8,0.77,18.8,22.73,86.58,3.81
2021,8,26,9,0.73,19.1,23.51,86.62,4.41
2021,8,26,10,0.73,19.23,24.05,86.62,4.87
2021,8,26,11,0.78,19.35,24.3,86.58,5.27
2021,8,26,12,0.91,19.41,24.42,86.53,5.66
2021,8,26,13,1.03,19.41,24.33,86.48,5.86
2021,8,26,14,1.19,19.35,24.07,86.44,5.83
2021,8,26,15,1.41,19.29,23.72,86.41,5.53
2021,8,26,16,1.63,19.29,23.24,86.43,4.93
2021,8,26,17,1.75,19.29,22.69,86.47,3.93
2021,8,26,18,1.37,19.35,22.28,86.52,2.58
2021,8,26,19,1.62,19.17,22,86.6,2.33
2021,8,26,20,1.71,19.1,21.94,86.68,2.6
2021,8,26,21,1.45,19.1,21.98,86.74,2.71
2021,8,26,22,1.48,19.04,21.94,86.76,2.63
2021,8,26,23,1.73,18.92,21.82,86.77,2.45
2021,8,27,0,1.45,18.68,21.61,86.75,2.36
2021,8,27,1,1.15,18.43,21.41,86.74,2.38
2021,8,27,2,1.01,18.25,21.23,86.72,2.14
2021,8,27,3,1.08,18.01,21.01,86.72,1.9
2021,8,27,4,1.06,17.88,20.89,86.73,1.72
2021,8,27,5,0.79,17.82,20.89,86.76,1.64
2021,8,27,6,0.64,18.13,21.26,86.8,1.55
2021,8,27,7,0.54,18.68,22.05,86.86,2.28
2021,8,27,8,0.81,19.1,22.62,86.91,3.2
2021,8,27,9,1.41,19.35,23.01,86.95,3.85
2021,8,27,10,1.79,19.47,23.3,86.96,4.38
2021,8,27,11,1.86,19.47,23.54,86.95,4.78
2021,8,27,12,1.71,19.41,23.53,86.92,4.8
2021,8,27,13,1.51,19.35,23.48,86.88,4.68
2021,8,27,14,1.34,19.35,23.33,86.84,4.6
2021,8,27,15,1.2,19.29,23.12,86.81,4.35
2021,8,27,16,1.1,19.23,22.8,86.81,3.91
2021,8,27,17,1,19.1,22.45,86.82,3.34
2021,8,27,18,0.62,18.8,21.95,86.85,2.49
2021,8,27,19,0.57,18.55,21.55,86.9,1.91
2021,8,27,20,0.49,18.31,21.34,86.97,1.75
2021,8,27,21,0.43,18.01,21.1,87.03,1.63
2021,8,27,22,0.37,17.7,20.9,87.05,1.28
2021,8,27,23,0.26,17.4,20.62,87.03,1.13
2021,8,28,0,0.16,17.21,20.5,86.98,1.03
2021,8,28,1,0.16,17.03,20.43,86.93,0.87
2021,8,28,2,0.19,16.85,20.4,86.88,0.76
2021,8,28,3,0.22,16.72,20.35,86.84,0.78
2021,8,28,4,0.22,16.6,20.18,86.84,0.84
2021,8,28,5,0.14,16.48,20.07,86.86,0.8
2021,8,28,6,0.04,16.97,20.47,86.92,0.62
2021,8,28,7,0.03,17.46,21.4,86.98,0.98
2021,8,28,8,0.07,17.7,22.15,87.04,1.57
2021,8,28,9,0.16,17.76,22.83,87.07,2.14
2021,8,28,10,0.32,18.07,23.55,87.06,2.82
2021,8,28,11,0.45,18.49,23.97,87.01,3.42
2021,8,28,12,0.58,18.74,24.15,86.94,3.9
2021,8,28,13,0.65,18.92,24.1,86.87,4.36
2021,8,28,14,0.74,18.98,23.81,86.81,4.7
2021,8,28,15,0.8,18.98,23.19,86.77,4.92
2021,8,28,16,0.85,18.86,22.59,86.76,4.81
2021,8,28,17,0.94,18.8,22.1,86.79,4.22
2021,8,28,18,1.08,18.62,21.69,86.86,2.95
2021,8,28,19,1.25,18.19,21.31,86.96,2.32
2021,8,28,20,1.47,17.82,20.94,87.05,1.65
2021,8,28,21,1.7,17.46,20.69,87.09,1.21
2021,8,28,22,1.84,17.21,20.5,87.08,1.05
2021,8,28,23,1.82,16.97,20.37,87.06,0.84
2021,8,29,0,1.62,16.72,20.16,87.02,0.78
2021,8,29,1,1.41,16.6,20.03,86.98,0.76
2021,8,29,2,1.22,16.42,19.91,86.95,0.8
2021,8,29,3,1.03,16.3,19.82,86.92,0.76
2021,8,29,4,0.88,16.11,19.76,86.91,0.73
2021,8,29,5,0.72,15.93,19.71,86.92,0.73
2021,8,29,6,0.66,16.24,20.1,86.96,0.71
2021,8,29,7,0.53,16.54,21.14,87.02,0.8
2021,8,29,8,0.43,16.6,21.9,87.07,1.37
2021,8,29,9,0.39,16.66,22.34,87.13,1.97
2021,8,29,10,0.33,16.91,22.73,87.16,2.34
2021,8,29,11,0.33,17.21,23.22,87.14,2.62
2021,8,29,12,0.38,17.46,23.51,87.1,2.89
2021,8,29,13,0.43,17.64,23.76,87.04,3.12
2021,8,29,14,0.5,17.76,23.76,86.99,3.37
2021,8,29,15,0.55,18.01,23.55,86.95,3.48
2021,8,29,16,0.57,18.19,23.01,86.96,3.26
2021,8,29,17,0.57,18.37,22.34,86.98,2.75
2021,8,29,18,0.4,18.31,21.57,87.02,1.58
2021,8,29,19,0.42,18.13,21.25,87.1,1.47
2021,8,29,20,0.45,18.01,21.16,87.19,1.66
2021,8,29,21,0.51,17.76,20.96,87.25,1.65
2021,8,29,22,0.57,17.33,20.63,87.27,1.43
2021,8,29,23,0.58,16.91,20.37,87.27,1.27
2021,8,30,0,0.54,16.42,20.23,87.25,1.13
2021,8,30,1,0.48,16.05,20.09,87.23,1.1
2021,8,30,2,0.41,15.75,19.97,87.23,1.06
2021,8,30,3,0.3,15.5,19.83,87.2,1.06
2021,8,30,4,0.23,15.2,19.66,87.16,1.2
2021,8,30,5,0.18,14.83,19.51,87.16,1.36
2021,8,30,6,0.14,15.38,19.92,87.19,1.43
2021,8,30,7,0.12,15.38,21.4,87.26,1.44
2021,8,30,8,0.1,15.14,22.35,87.34,1.44
2021,8,30,9,0.11,15.38,22.5,87.39,2.13
2021,8,30,10,0.16,15.75,22.2,87.42,2.94
2021,8,30,11,0.23,16.24,22.07,87.4,3
2021,8,30,12,0.32,16.54,22.16,87.35,2.73
2021,8,30,13,0.38,16.72,22.26,87.29,2.46
2021,8,30,14,0.45,16.78,22.27,87.24,2.26
2021,8,30,15,0.47,16.91,22.2,87.2,2.04
2021,8,30,16,0.48,17.09,22,87.21,1.67
2021,8,30,17,0.46,17.33,21.62,87.23,1.11
2021,8,30,18,0.44,17.27,20.94,87.27,0.82
2021,8,30,19,0.36,16.97,20.56,87.32,0.85
2021,8,30,20,0.24,16.78,20.44,87.38,0.89
2021,8,30,21,0.19,16.6,20.33,87.41,0.89
2021,8,30,22,0.17,16.36,20.22,87.4,0.9
2021,8,30,23,0.11,16.11,20.15,87.37,0.91
2021,8,31,0,0.08,15.87,20.24,87.33,0.7
2021,8,31,1,0.1,15.81,20.3,87.28,0.21
2021,8,31,2,0.18,15.75,19.87,87.23,0.24
2021,8,31,3,0.23,15.62,19.4,87.2,0.62
2021,8,31,4,0.27,15.5,19.3,87.2,0.9
2021,8,31,5,0.3,15.5,19.45,87.24,1.21
2021,8,31,6,0.27,16.17,19.97,87.31,1.54
2021,8,31,7,0.25,17.09,20.96,87.38,2.35
2021,8,31,8,0.27,17.64,21.91,87.44,3.45
2021,8,31,9,0.31,17.94,22.53,87.47,4.03
2021,8,31,10,0.34,18.07,22.9,87.48,4.43
2021,8,31,11,0.39,18.19,23.19,87.45,4.98
2021,8,31,12,0.46,18.19,23.23,87.4,5.45
2021,8,31,13,0.53,18.07,23.12,87.34,5.6
2021,8,31,14,0.62,17.94,22.8,87.29,5.17
2021,8,31,15,0.69,17.88,22.43,87.26,4.26
2021,8,31,16,0.74,17.94,22.08,87.26,3.24
2021,8,31,17,0.74,18.01,21.68,87.28,2.05
2021,8,31,18,0.13,17.82,21.08,87.31,1.06
2021,8,31,19,0.11,17.46,20.9,87.38,0.83
